JobID|JobIDRaw|JobName|Partition|MaxVMSize|MaxVMSizeNode|MaxVMSizeTask|AveVMSize|MaxRSS|MaxRSSNode|MaxRSSTask|AveRSS|MaxPages|MaxPagesNode|MaxPagesTask|AvePages|MinCPU|MinCPUNode|MinCPUTask|AveCPU|NTasks|AllocCPUS|Elapsed|State|ExitCode|AveCPUFreq|ReqCPUFreqMin|ReqCPUFreqMax|ReqCPUFreqGov|ReqMem|ConsumedEnergy|MaxDiskRead|MaxDiskReadNode|MaxDiskReadTask|AveDiskRead|MaxDiskWrite|MaxDiskWriteNode|MaxDiskWriteTask|AveDiskWrite|ReqTRES|AllocTRES|TRESUsageInAve|TRESUsageInMax|TRESUsageInMaxNode|TRESUsageInMaxTask|TRESUsageInMin|TRESUsageInMinNode|TRESUsageInMinTask|TRESUsageInTot|TRESUsageOutMax|TRESUsageOutMaxNode|TRESUsageOutMaxTask|TRESUsageOutAve|TRESUsageOutTot|
14915191.extern|14915191.extern|extern||12K|n0035.dori0|0|12K|12K|n0035.dori0|0|12K|0|n0035.dori0|0|0|00:00:00|n0035.dori0|0|00:00:00|1|14|00:20:18|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0035.dori0|0|0.01M|0.00M|n0035.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0035.dori0,fs/disk=n0035.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915192|14915192|mmseqs|dori||||||||||||||||||14|00:18:16|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915192.batch|14915192.batch|batch||137135624K|n0011.dori0|0|137135624K|137134144K|n0011.dori0|0|137134144K|329718|n0011.dori0|0|329718|01:20:20|n0011.dori0|0|01:20:20|1|14|00:18:16|OUT_OF_MEMORY|0:125|120K|0|0|0||0|0.01M|n0011.dori0|0|0.01M|0.00M|n0011.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=01:20:20,energy=0,fs/disk=8081,mem=137134144K,pages=329718,vmem=137135624K|cpu=01:20:20,energy=0,fs/disk=8081,mem=137134144K,pages=329718,vmem=137135624K|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=01:20:20,energy=0,fs/disk=8081,mem=137134144K,pages=329718,vmem=137135624K|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=01:20:20,energy=0,fs/disk=8081,mem=137134144K,pages=329718,vmem=137135624K|energy=0,fs/disk=214|energy=n0011.dori0,fs/disk=n0011.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915192.extern|14915192.extern|extern||0|n0011.dori0|0|0|0|n0011.dori0|0|0|0|n0011.dori0|0|0|00:00:00|n0011.dori0|0|00:00:00|1|14|00:18:17|COMPLETED|0:0|3.32M|0|0|0||0|0.01M|n0011.dori0|0|0.01M|0.00M|n0011.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|energy=0,fs/disk=1|energy=n0011.dori0,fs/disk=n0011.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915193|14915193|mummer4|dori||||||||||||||||||14|08:41:23|COMPLETED|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915193.batch|14915193.batch|batch||79135564K|n0011.dori0|0|79135564K|994132K|n0011.dori0|0|994132K|68|n0011.dori0|0|68|3-06:20:35|n0011.dori0|0|3-06:20:35|1|14|08:41:23|COMPLETED|0:0|7K|0|0|0||0|0.01M|n0011.dori0|0|0.01M|0.00M|n0011.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=3-06:20:35,energy=0,fs/disk=8085,mem=994132K,pages=68,vmem=79135564K|cpu=3-06:20:35,energy=0,fs/disk=8085,mem=994132K,pages=68,vmem=79135564K|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=3-06:20:35,energy=0,fs/disk=8085,mem=994132K,pages=68,vmem=79135564K|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=3-06:20:35,energy=0,fs/disk=8085,mem=994132K,pages=68,vmem=79135564K|energy=0,fs/disk=214|energy=n0011.dori0,fs/disk=n0011.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915193.extern|14915193.extern|extern||12K|n0011.dori0|0|12K|12K|n0011.dori0|0|12K|0|n0011.dori0|0|0|00:00:00|n0011.dori0|0|00:00:00|1|14|08:41:23|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0011.dori0|0|0.01M|0.00M|n0011.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0011.dori0,energy=n0011.dori0,fs/disk=n0011.dori0,mem=n0011.dori0,pages=n0011.dori0,vmem=n0011.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0011.dori0,fs/disk=n0011.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915194|14915194|spacer_containment|dori||||||||||||||||||14|2-00:00:29|TIMEOUT|0:0||Unknown|Unknown|Unknown|128G||||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915194.batch|14915194.batch|batch||3983476K|n0035.dori0|0|3983476K|3383648K|n0035.dori0|0|3383648K|65|n0035.dori0|0|65|24-00:30:44|n0035.dori0|0|24-00:30:44|1|14|2-00:00:37|CANCELLED|0:15|1K|0|0|0||0|0.01M|n0035.dori0|0|0.01M|0.00M|n0035.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=24-00:30:44,energy=0,fs/disk=8129,mem=3383648K,pages=65,vmem=3983476K|cpu=24-00:30:44,energy=0,fs/disk=8129,mem=3383648K,pages=65,vmem=3983476K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=24-00:30:44,energy=0,fs/disk=8129,mem=3383648K,pages=65,vmem=3983476K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=24-00:30:44,energy=0,fs/disk=8129,mem=3383648K,pages=65,vmem=3983476K|energy=0,fs/disk=214|energy=n0035.dori0,fs/disk=n0035.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915194.extern|14915194.extern|extern||20K|n0035.dori0|0|20K|20K|n0035.dori0|0|20K|0|n0035.dori0|0|0|00:00:00|n0035.dori0|0|00:00:00|1|14|2-00:00:31|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0035.dori0|0|0.01M|0.00M|n0035.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=20K,pages=0,vmem=20K|cpu=00:00:00,energy=0,fs/disk=5329,mem=20K,pages=0,vmem=20K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=20K,pages=0,vmem=20K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=20K,pages=0,vmem=20K|energy=0,fs/disk=1|energy=n0035.dori0,fs/disk=n0035.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915195|14915195|strobealign|dori||||||||||||||||||14|00:10:43|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915195.batch|14915195.batch|batch||134325600K|n0055.dori0|0|134325600K|133907568K|n0055.dori0|0|133907568K|115|n0055.dori0|0|115|00:21:18|n0055.dori0|0|00:21:18|1|14|00:10:43|OUT_OF_MEMORY|0:125|2.79M|0|0|0||0|0.01M|n0055.dori0|0|0.01M|0.00M|n0055.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=00:21:18,energy=0,fs/disk=8101,mem=133907568K,pages=115,vmem=134325600K|cpu=00:21:18,energy=0,fs/disk=8101,mem=133907568K,pages=115,vmem=134325600K|cpu=n0055.dori0,energy=n0055.dori0,fs/disk=n0055.dori0,mem=n0055.dori0,pages=n0055.dori0,vmem=n0055.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:21:18,energy=0,fs/disk=8101,mem=133907568K,pages=115,vmem=134325600K|cpu=n0055.dori0,energy=n0055.dori0,fs/disk=n0055.dori0,mem=n0055.dori0,pages=n0055.dori0,vmem=n0055.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:21:18,energy=0,fs/disk=8101,mem=133907568K,pages=115,vmem=134325600K|energy=0,fs/disk=214|energy=n0055.dori0,fs/disk=n0055.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915195.extern|14915195.extern|extern||12K|n0055.dori0|0|12K|12K|n0055.dori0|0|12K|0|n0055.dori0|0|0|00:00:00|n0055.dori0|0|00:00:00|1|14|00:10:44|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0055.dori0|0|0.01M|0.00M|n0055.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0055.dori0,energy=n0055.dori0,fs/disk=n0055.dori0,mem=n0055.dori0,pages=n0055.dori0,vmem=n0055.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0055.dori0,energy=n0055.dori0,fs/disk=n0055.dori0,mem=n0055.dori0,pages=n0055.dori0,vmem=n0055.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0055.dori0,fs/disk=n0055.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14917028|14917028|bbmap_skimmer|dori||||||||||||||||||14|00:10:51|FAILED|1:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14917028.batch|14917028.batch|batch||137915912K|n0083.dori0|0|137915912K|132361916K|n0083.dori0|0|132361916K|8|n0083.dori0|0|8|01:03:42|n0083.dori0|0|01:03:42|1|14|00:10:51|FAILED|1:0|546K|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=01:03:42,energy=0,fs/disk=8109,mem=132361916K,pages=8,vmem=137915912K|cpu=01:03:42,energy=0,fs/disk=8109,mem=132361916K,pages=8,vmem=137915912K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=01:03:42,energy=0,fs/disk=8109,mem=132361916K,pages=8,vmem=137915912K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=01:03:42,energy=0,fs/disk=8109,mem=132361916K,pages=8,vmem=137915912K|energy=0,fs/disk=214|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14917028.extern|14917028.extern|extern||12K|n0083.dori0|0|12K|12K|n0083.dori0|0|12K|0|n0083.dori0|0|0|00:00:00|n0083.dori0|0|00:00:00|1|14|00:10:51|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14919509|14919509|bbmap_skimmer|dori||||||||||||||||||14|00:08:09|FAILED|1:0||Unknown|Unknown|Unknown|188G|0|||||||||billing=14,cpu=14,mem=188G,node=1|billing=14,cpu=14,mem=188G,node=1||||||||||||||
14919509.batch|14919509.batch|batch||197067560K|n0089.dori0|0|197067560K|189245956K|n0089.dori0|0|189245956K|9160|n0089.dori0|0|9160|01:12:39|n0089.dori0|0|01:12:39|1|14|00:08:09|FAILED|1:0|824K|0|0|0||0|0.01M|n0089.dori0|0|0.01M|0.00M|n0089.dori0|0|0.00M||cpu=14,mem=188G,node=1|cpu=01:12:39,energy=0,fs/disk=8109,mem=189245956K,pages=9160,vmem=197067560K|cpu=01:12:39,energy=0,fs/disk=8109,mem=189245956K,pages=9160,vmem=197067560K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=01:12:39,energy=0,fs/disk=8109,mem=189245956K,pages=9160,vmem=197067560K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=01:12:39,energy=0,fs/disk=8109,mem=189245956K,pages=9160,vmem=197067560K|energy=0,fs/disk=214|energy=n0089.dori0,fs/disk=n0089.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14919509.extern|14919509.extern|extern||28K|n0089.dori0|0|28K|28K|n0089.dori0|0|28K|0|n0089.dori0|0|0|00:00:00|n0089.dori0|0|00:00:00|1|14|00:08:10|COMPLETED|0:0|0|0|0|0||0|0.01M|n0089.dori0|0|0.01M|0.00M|n0089.dori0|0|0.00M||billing=14,cpu=14,mem=188G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|cpu=n0089.dori0,energy=n0089.dori0,fs/disk=n0089.dori0,mem=n0089.dori0,pages=n0089.dori0,vmem=n0089.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=28K,pages=0,vmem=28K|energy=0,fs/disk=1|energy=n0089.dori0,fs/disk=n0089.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14919529|14919529|bowtie1|dori||||||||||||||||||14|00:17:34|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|188G|0|||||||||billing=14,cpu=14,mem=188G,node=1|billing=14,cpu=14,mem=188G,node=1||||||||||||||
14919529.batch|14919529.batch|batch||197833240K|n0010.dori0|0|197833240K|196528524K|n0010.dori0|0|196528524K|226|n0010.dori0|0|226|00:12:53|n0010.dori0|0|00:12:53|1|14|00:17:34|OUT_OF_MEMORY|0:125|3.68M|0|0|0||0|0.01M|n0010.dori0|0|0.01M|0.00M|n0010.dori0|0|0.00M||cpu=14,mem=188G,node=1|cpu=00:12:53,energy=0,fs/disk=8085,mem=196528524K,pages=226,vmem=197833240K|cpu=00:12:53,energy=0,fs/disk=8085,mem=196528524K,pages=226,vmem=197833240K|cpu=n0010.dori0,energy=n0010.dori0,fs/disk=n0010.dori0,mem=n0010.dori0,pages=n0010.dori0,vmem=n0010.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:12:53,energy=0,fs/disk=8085,mem=196528524K,pages=226,vmem=197833240K|cpu=n0010.dori0,energy=n0010.dori0,fs/disk=n0010.dori0,mem=n0010.dori0,pages=n0010.dori0,vmem=n0010.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:12:53,energy=0,fs/disk=8085,mem=196528524K,pages=226,vmem=197833240K|energy=0,fs/disk=214|energy=n0010.dori0,fs/disk=n0010.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14919529.extern|14919529.extern|extern||12K|n0010.dori0|0|12K|12K|n0010.dori0|0|12K|0|n0010.dori0|0|0|00:00:00|n0010.dori0|0|00:00:00|1|14|00:17:34|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0010.dori0|0|0.01M|0.00M|n0010.dori0|0|0.00M||billing=14,cpu=14,mem=188G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0010.dori0,energy=n0010.dori0,fs/disk=n0010.dori0,mem=n0010.dori0,pages=n0010.dori0,vmem=n0010.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0010.dori0,energy=n0010.dori0,fs/disk=n0010.dori0,mem=n0010.dori0,pages=n0010.dori0,vmem=n0010.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0010.dori0,fs/disk=n0010.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14919535|14919535|bowtie2|dori||||||||||||||||||14|00:18:51|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|188G|0|||||||||billing=14,cpu=14,mem=188G,node=1|billing=14,cpu=14,mem=188G,node=1||||||||||||||
14919535.batch|14919535.batch|batch||197616440K|n0046.dori0|0|197616440K|189685468K|n0046.dori0|0|189685468K|863|n0046.dori0|0|863|00:14:52|n0046.dori0|0|00:14:52|1|14|00:18:51|OUT_OF_MEMORY|0:125|3.72M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||cpu=14,mem=188G,node=1|cpu=00:14:52,energy=0,fs/disk=8085,mem=189685468K,pages=863,vmem=197616440K|cpu=00:14:52,energy=0,fs/disk=8085,mem=189685468K,pages=863,vmem=197616440K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:14:52,energy=0,fs/disk=8085,mem=189685468K,pages=863,vmem=197616440K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:14:52,energy=0,fs/disk=8085,mem=189685468K,pages=863,vmem=197616440K|energy=0,fs/disk=214|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14919535.extern|14919535.extern|extern||12K|n0046.dori0|0|12K|12K|n0046.dori0|0|12K|0|n0046.dori0|0|0|00:00:00|n0046.dori0|0|00:00:00|1|14|00:18:51|COMPLETED|0:0|3.72M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||billing=14,cpu=14,mem=188G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14919557|14919557|strobealign|dori||||||||||||||||||14|00:09:13|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|188G|0|||||||||billing=14,cpu=14,mem=188G,node=1|billing=14,cpu=14,mem=188G,node=1||||||||||||||
14919557.batch|14919557.batch|batch||198336552K|n0004.dori0|0|198336552K|196516488K|n0004.dori0|0|196516488K|139|n0004.dori0|0|139|00:21:55|n0004.dori0|0|00:21:55|1|14|00:09:13|OUT_OF_MEMORY|0:125|441K|0|0|0||0|0.01M|n0004.dori0|0|0.01M|0.00M|n0004.dori0|0|0.00M||cpu=14,mem=188G,node=1|cpu=00:21:55,energy=0,fs/disk=8101,mem=196516488K,pages=139,vmem=198336552K|cpu=00:21:55,energy=0,fs/disk=8101,mem=196516488K,pages=139,vmem=198336552K|cpu=n0004.dori0,energy=n0004.dori0,fs/disk=n0004.dori0,mem=n0004.dori0,pages=n0004.dori0,vmem=n0004.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:21:55,energy=0,fs/disk=8101,mem=196516488K,pages=139,vmem=198336552K|cpu=n0004.dori0,energy=n0004.dori0,fs/disk=n0004.dori0,mem=n0004.dori0,pages=n0004.dori0,vmem=n0004.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:21:55,energy=0,fs/disk=8101,mem=196516488K,pages=139,vmem=198336552K|energy=0,fs/disk=214|energy=n0004.dori0,fs/disk=n0004.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14919557.extern|14919557.extern|extern||0|n0004.dori0|0|0|0|n0004.dori0|0|0|0|n0004.dori0|0|0|00:00:00|n0004.dori0|0|00:00:00|1|14|00:09:13|COMPLETED|0:0|3.71M|0|0|0||0|0.01M|n0004.dori0|0|0.01M|0.00M|n0004.dori0|0|0.00M||billing=14,cpu=14,mem=188G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|cpu=n0004.dori0,energy=n0004.dori0,fs/disk=n0004.dori0,mem=n0004.dori0,pages=n0004.dori0,vmem=n0004.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|cpu=n0004.dori0,energy=n0004.dori0,fs/disk=n0004.dori0,mem=n0004.dori0,pages=n0004.dori0,vmem=n0004.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=0,pages=0,vmem=0|energy=0,fs/disk=1|energy=n0004.dori0,fs/disk=n0004.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14922420|14922420|bowtie1|dori||||||||||||||||||14|2-00:00:29|TIMEOUT|0:0||Unknown|Unknown|Unknown|288G||||||||||billing=14,cpu=14,mem=288G,node=1|billing=14,cpu=14,mem=288G,node=1||||||||||||||
